City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Chernyshevskiy,RU,63.0128,112.4714,48.11,62,100,11.16,overcast clouds
473,Saint-Augustin,CA,51.226,-58.6502,47.43,97,100,11.88,overcast clouds
474,Saint-Nazaire,FR,47.2833,-2.2,63.34,95,20,5.75,few clouds
475,Port Macquarie,AU,-31.4333,152.9167,63.9,76,97,8.99,overcast clouds
476,Coihaique,CL,-45.5752,-72.0662,34.41,69,0,4.61,clear sky
477,Khamgaon,IN,20.6833,76.5667,81.75,68,95,7.87,overcast clouds
478,Kruisfontein,ZA,-34.0033,24.7314,48.07,82,78,5.79,broken clouds
479,Mantua,IT,45.1667,10.7833,74.44,79,0,1.01,clear sky
480,Beloha,MG,-25.1667,45.05,60.4,92,0,7.85,clear sky
481,Dori,BF,14.0354,-0.0345,90.39,41,1,10.22,clear sky
482,Ilam,NP,26.9167,87.9167,70.47,88,99,1.48,overcast clouds
483,Taft,IR,31.7471,54.2088,76.95,17,40,2.3,scattered clouds
484,Port-Gentil,GA,-0.7193,8.7815,73.67,86,100,15.17,overcast clouds
485,Salekhard,RU,66.53,66.6019,62.67,78,23,4.34,few clouds
486,Maniitsoq,GL,65.4167,-52.9,40.68,90,100,3.18,light rain
487,Lapeer,US,43.0514,-83.3188,72.09,48,100,4.61,overcast clouds
488,Saldanha,ZA,-33.0117,17.9442,53.89,75,5,13.02,clear sky
489,Panguna,PG,-6.3164,155.4848,82.38,51,0,2.62,clear sky
490,Maceio,BR,-9.6658,-35.7353,74.64,88,40,3.44,scattered clouds
491,Sakakah,SA,29.9697,40.2064,89.46,19,0,12.73,clear sky
492,Mirador,BR,-6.3708,-44.3631,74.03,68,25,1.43,scattered clouds
493,Athabasca,CA,54.7169,-113.2854,62.73,69,70,7.4,broken clouds
494,Puqi,CN,29.7167,113.8833,78.1,92,97,1.52,overcast clouds
495,Tadine,NC,-21.55,167.8833,72.93,59,0,16.73,clear sky
496,Banjar,ID,-8.19,114.9675,81.03,80,48,4.68,scattered clouds
497,Nhulunbuy,AU,-12.2333,136.7667,83.01,69,75,13.8,broken clouds
498,Bantou,CN,26.2151,117.4893,75.47,98,100,2.3,overcast clouds
499,Wuchi,CN,29.3786,103.023,65.46,87,89,1.19,overcast clouds
500,Turukhansk,RU,65.8167,87.9833,71.69,49,11,11.77,few clouds
501,Baglung,NP,28.2719,83.5898,72.37,79,100,1.23,overcast clouds
502,Kahului,US,20.8947,-156.47,89.62,43,0,20.71,clear sky
503,Ulverstone,AU,-41.15,146.1667,54.66,87,100,16.33,overcast clouds
504,Camara De Lobos,PT,32.6333,-16.9667,69.01,84,75,21.85,broken clouds
505,Fort Frances,CA,48.5999,-93.4003,91.17,58,0,4.61,clear sky
506,Haicheng,CN,40.8516,122.7475,79.48,65,0,9.93,clear sky
507,Wuzhou,CN,23.4833,111.3167,81.68,87,100,3.44,heavy intensity rain
508,Cabra,ES,37.4725,-4.4421,61.03,75,2,2.46,clear sky
509,Udachnyy,RU,66.4167,112.4,48.45,52,6,15.12,clear sky
510,Tottori,JP,35.5,134.2333,79.52,71,100,3.76,overcast clouds
511,Cape Coast,GH,5.1053,-1.2466,75.99,91,98,6.26,overcast clouds
512,Figeac,FR,44.75,1.9167,71.1,61,0,2.89,clear sky
513,Paralimni,CY,35.0375,33.9833,72.48,98,0,1.01,clear sky
514,General Pico,AR,-35.6566,-63.7568,47.53,61,100,6.42,overcast clouds
515,Eskil,TR,38.4017,33.4131,65.34,64,0,4.79,clear sky
516,The Valley,AI,18.217,-63.0578,82.09,81,3,20.11,clear sky
517,Chalus,IR,36.655,51.4204,74.86,77,60,2.24,broken clouds
518,Bilibino,RU,68.0546,166.4372,62.42,45,100,11.88,overcast clouds
519,Necochea,AR,-38.5473,-58.7368,43.97,74,61,4.52,broken clouds
520,Porbandar,IN,21.6422,69.6093,84.29,81,100,15.7,overcast clouds
521,San Vicente,AR,-26.6167,-54.1333,49.37,98,13,1.45,few clouds
522,Nanakuli,US,21.3906,-158.1547,84.15,61,0,17.27,clear sky
523,Gao,ML,16.6362,1.637,92.57,26,85,3.44,overcast clouds
524,Alofi,NU,-19.0595,-169.9187,79.29,79,61,15.21,broken clouds
525,Oia,PT,40.5426,-8.5386,63.12,82,27,8.5,scattered clouds
526,Yar-Sale,RU,66.8333,70.8333,64.71,74,100,6.29,overcast clouds
527,Guerrero Negro,MX,27.9769,-114.0611,68.25,61,0,20.69,clear sky
528,Daru,PG,-9.0763,143.2092,78.69,88,100,17.92,overcast clouds
529,Sainte-Suzanne,RE,-20.9061,55.6089,66.47,84,40,6.91,scattered clouds
530,Fredericksburg,US,38.3032,-77.4605,71.02,55,0,4.61,clear sky
531,Machhlishahr,IN,25.6833,82.4167,86.94,57,100,8.19,overcast clouds
532,Wanaka,NZ,-44.7,169.15,43.11,79,21,1.01,few clouds
533,Uige,AO,-7.6087,15.0613,57.83,95,95,2.13,overcast clouds
534,Palmer,US,42.1584,-72.3287,64.0,55,75,5.75,broken clouds
535,Karlstad,SE,59.3793,13.5036,49.19,82,7,7.2,clear sky
536,Liusha,CN,27.2098,108.59,72.54,92,100,1.99,overcast clouds
537,Gouyave,GD,12.1646,-61.7296,79.0,79,0,17.25,clear sky
538,Lompoc,US,34.6391,-120.4579,82.56,66,0,25.01,clear sky
539,Abu Dhabi,AE,24.4667,54.3667,95.11,72,6,2.3,clear sky
540,Nakanojo,JP,36.5833,138.85,87.57,46,82,1.99,broken clouds
541,Nome,US,64.5011,-165.4064,68.16,57,0,20.71,clear sky
542,Riosucio,CO,5.4216,-75.7032,58.84,99,100,2.21,overcast clouds
543,Kakonko,TZ,-3.2828,30.9642,64.89,63,100,1.74,overcast clouds
544,Azangaro,PE,-14.9167,-70.2167,38.61,39,5,3.27,clear sky
545,Norman Wells,CA,65.282,-126.8329,70.83,57,100,12.15,light rain
546,Smithers,CA,54.7804,-127.1743,67.89,39,100,6.55,overcast clouds
547,Port Blair,IN,11.6667,92.75,82.94,78,97,8.32,overcast clouds
548,Manta,EC,-0.95,-80.7333,71.24,86,62,9.71,broken clouds
549,Ilebo,CD,-4.3167,20.5833,74.19,68,100,1.66,overcast clouds
550,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.73,71,92,5.82,overcast clouds
551,Tanete,ID,-3.9443,119.7848,81.16,75,100,7.92,overcast clouds
552,Ryotsu,JP,38.0833,138.4333,72.99,81,12,7.56,few clouds
553,Kings Mountain,US,35.2451,-81.3412,72.91,49,100,3.36,overcast clouds
554,Ouesso,CG,1.6136,16.0517,70.23,91,88,1.32,overcast clouds
555,Fare,PF,-16.7,-151.0167,79.32,76,4,20.51,clear sky
556,Rio Grande,BR,-32.035,-52.0986,49.69,71,2,5.44,clear sky
557,Santa Luzia,BR,-19.7697,-43.8514,65.3,75,64,6.31,broken clouds
558,Mingoyo,TZ,-10.1,39.6333,63.01,96,3,4.27,clear sky
559,Kalmunai,LK,7.4167,81.8167,79.68,82,100,4.63,overcast clouds
560,San-Pedro,CI,4.7485,-6.6363,76.69,83,100,5.88,overcast clouds
561,Kismayo,SO,-0.3582,42.5454,77.14,80,21,15.52,light rain
562,Honiara,SB,-9.4333,159.95,82.81,77,68,3.29,broken clouds
563,Jalu,LY,29.0331,21.5482,78.48,37,0,6.73,clear sky
564,Zyryanka,RU,65.75,150.85,66.15,54,100,22.97,overcast clouds
565,Tucuman,AR,-26.8241,-65.2226,42.8,93,0,6.91,clear sky
566,Manaure,CO,11.7751,-72.4445,82.71,66,5,18.59,clear sky
567,Penzance,GB,50.1186,-5.5371,57.16,86,100,21.12,overcast clouds
568,Madang,PG,-5.2246,145.7966,85.26,63,1,2.01,clear sky
569,Beira,MZ,-19.8436,34.8389,64.71,83,1,3.42,clear sky
570,Kununurra,AU,-15.7667,128.7333,80.58,29,57,8.05,broken clouds
571,Cayenne,GF,4.9333,-52.3333,81.09,1,0,0.0,clear sky
572,Pili,PH,13.5833,123.3,87.64,63,19,2.66,few clouds
573,Akropong,GH,5.9746,-0.0854,68.13,95,27,4.45,scattered clouds
574,Kavaratti,IN,10.5669,72.642,81.97,78,100,14.25,overcast clouds
575,Touros,BR,-5.1989,-35.4608,75.24,85,63,10.07,broken clouds
576,Emba,KZ,48.8264,58.1442,60.39,73,44,7.96,scattered clouds
577,Ugoofaaru,MV,5.6667,73.0,82.63,73,37,11.9,scattered clouds
578,Sur,OM,22.5667,59.5289,85.39,70,4,5.46,clear sky
579,Porto Novo,BJ,6.4965,2.6036,75.02,88,100,3.98,overcast clouds
580,Balykshi,KZ,47.0667,51.8667,62.6,63,0,4.47,clear sky
581,Qarqin,AF,37.4185,66.0436,78.64,32,2,10.8,clear sky
582,Praia,CV,14.9215,-23.5087,75.74,88,100,6.91,mist
583,Marsabit,KE,2.3284,37.9899,60.15,76,41,14.99,scattered clouds
584,Yulara,AU,-25.2406,130.9889,66.94,29,0,8.59,clear sky
585,Gizo,SB,-8.103,156.8419,83.68,69,10,4.83,clear sky
586,Portland,US,45.5234,-122.6762,65.52,75,100,9.22,overcast clouds
587,Zhumadian,CN,32.9794,114.0294,89.11,46,3,7.96,clear sky
588,Gambiran,ID,-6.7988,111.4951,78.62,78,55,7.49,broken clouds
589,Palmaner,IN,13.2,78.75,73.87,82,100,7.09,overcast clouds
590,Mount Isa,AU,-20.7333,139.5,69.57,30,100,13.8,overcast clouds
591,Antofagasta,CL,-23.65,-70.4,55.99,82,17,4.79,few clouds
592,Atambua,ID,-9.1061,124.8925,79.23,56,44,5.17,scattered clouds
593,Slave Lake,CA,55.2834,-114.769,59.56,65,24,7.94,few clouds
594,Salima,MW,-13.7804,34.4587,61.25,66,1,4.76,clear sky
595,Auki,SB,-8.7676,160.7034,85.19,64,97,2.04,overcast clouds
596,Oyek,RU,52.5861,104.4556,62.98,59,19,0.72,few clouds
597,Blyth,GB,55.1271,-1.5086,52.34,81,100,3.44,overcast clouds
598,Teluk Nibung,ID,3.001,99.8164,77.49,89,100,3.78,light rain
599,Bueu,ES,42.3246,-8.785,59.2,83,75,4.61,broken clouds
600,Nkowakowa,ZA,-23.8878,30.2871,56.48,68,0,0.45,clear sky
601,Longyearbyen,SJ,78.2186,15.6401,39.04,65,40,16.11,scattered clouds
602,Along,IN,28.1667,94.7667,72.19,99,100,1.05,overcast clouds
603,Kavieng,PG,-2.5744,150.7967,83.57,69,7,5.82,clear sky
604,Ixtapa,MX,20.7,-105.2,84.22,79,75,9.22,broken clouds
605,Bulungu,CD,-4.55,18.6,70.92,64,46,1.14,scattered clouds
606,Erenhot,CN,43.6475,111.9767,71.58,38,100,18.77,overcast clouds
607,Gladstone,AU,-23.85,151.25,71.53,53,100,13.8,overcast clouds
608,Sohag,EG,26.557,31.6948,80.01,28,0,13.6,clear sky
609,Kisangani,CD,0.5167,25.2,68.97,99,100,1.95,overcast clouds
610,Cedar City,US,37.6775,-113.0619,68.97,9,0,13.8,clear sky
611,Husavik,IS,66.0449,-17.3389,48.9,99,100,6.33,overcast clouds
612,Anzio,IT,41.4853,12.6179,76.1,52,0,1.36,clear sky
613,Krasnokamensk,RU,50.0979,118.0369,70.47,69,100,12.24,overcast clouds
614,Leningradskiy,RU,69.3833,178.4167,53.17,61,85,10.78,overcast clouds
615,Soligalich,RU,59.0778,42.2864,47.21,98,8,8.03,clear sky
616,Punta Alta,AR,-38.8759,-62.0736,43.38,74,8,8.34,clear sky
617,Zambezi,ZM,-13.5432,23.1047,53.98,57,8,3.22,clear sky
618,Acobamba,PE,-11.3525,-75.6594,51.87,87,94,3.06,overcast clouds
619,Alice Springs,AU,-23.7,133.8833,69.22,32,0,0.0,clear sky
620,Ponta Delgada,PT,37.7333,-25.6667,64.51,72,75,9.22,broken clouds
621,Alta Floresta,BR,-9.8756,-56.0861,72.75,49,7,2.28,clear sky
622,Seguin,US,29.5688,-97.9647,97.23,36,0,11.5,clear sky
623,Mokhsogollokh,RU,61.4681,128.9203,77.29,37,12,6.42,few clouds
624,Shaunavon,CA,49.6501,-108.4181,59.59,85,100,4.32,overcast clouds
625,Metro,ID,-5.1131,105.3067,78.15,83,19,3.36,few clouds
626,Harjavalta,FI,61.3167,22.1333,49.73,97,26,3.83,scattered clouds
627,Nivala,FI,63.9167,24.9667,46.69,97,12,3.02,few clouds
628,Quatre Cocos,MU,-20.2078,57.7625,66.09,74,6,10.49,clear sky
629,Gobabis,NA,-22.45,18.9667,55.92,39,100,5.48,overcast clouds
630,Margate,GB,51.3813,1.3862,57.87,79,50,8.01,scattered clouds
631,Makakilo City,US,21.3469,-158.0858,82.72,57,0,17.27,clear sky
632,Tabou,CI,4.423,-7.3528,77.18,79,69,7.38,broken clouds
633,Orslev,DK,55.0436,11.9679,49.71,85,86,5.82,overcast clouds
634,Santa Elena,EC,-2.2333,-80.85,69.49,84,42,10.16,scattered clouds
635,Fort Payne,US,34.4442,-85.7197,74.41,50,0,0.0,clear sky
636,Honningsvag,NO,70.9821,25.9704,42.55,81,100,3.44,overcast clouds
637,Santa Isabel,BR,-23.3156,-46.2214,60.1,98,36,1.3,scattered clouds
638,Labuhan,ID,-6.8844,112.2051,79.34,81,66,6.22,broken clouds
639,Yeniseysk,RU,58.4497,92.1703,62.06,88,97,2.26,overcast clouds
640,Manicore,BR,-5.8092,-61.3003,75.78,77,40,0.94,scattered clouds
641,San Jose,US,37.3394,-121.895,83.52,35,20,17.27,few clouds
642,Mnogovershinnyy,RU,53.9353,139.9242,63.01,54,22,3.76,few clouds
643,Aitape,PG,-3.1374,142.3475,84.15,66,40,2.55,scattered clouds
644,Camocim,BR,-2.9022,-40.8411,76.57,90,1,9.53,clear sky
645,College,US,64.8569,-147.8028,70.59,53,75,6.91,shower rain
646,Siedlce,PL,52.1677,22.2901,64.33,71,0,9.13,clear sky
647,Urubicha,BO,-15.3833,-62.95,69.71,82,0,1.5,clear sky
648,Smolenka,RU,52.1352,113.4974,62.67,55,40,8.95,scattered clouds
649,Walvis Bay,NA,-22.9575,14.5053,54.09,91,5,3.53,clear sky
650,Astana,KZ,51.1801,71.446,62.55,72,20,4.47,few clouds
651,Stabat,ID,3.761,98.4513,75.4,82,100,1.99,overcast clouds
652,Issaquah,US,47.5301,-122.0326,67.68,68,100,3.44,overcast clouds
653,Chifeng,CN,42.2683,118.9636,84.33,49,62,12.48,broken clouds
654,Mizdah,LY,31.4451,12.9801,68.77,70,0,9.1,clear sky
655,Kimbe,PG,-5.5502,150.1429,85.24,67,15,3.62,light rain
656,Ardakan,IR,32.31,54.0175,80.46,26,8,9.37,clear sky
657,Aswan,EG,24.0934,32.907,84.38,18,47,11.99,scattered clouds
658,Shellbrook,CA,53.2168,-106.4011,67.89,75,100,6.04,overcast clouds
659,Pimenteiras,BR,-6.2453,-41.4192,76.98,52,36,6.29,scattered clouds
660,Sechura,PE,-5.5569,-80.8222,64.8,77,52,14.88,broken clouds
661,Inhambane,MZ,-23.865,35.3833,66.36,79,5,3.49,clear sky
662,Scarborough,GB,54.2797,-0.4044,52.92,84,0,4.0,clear sky
663,Southbridge,US,42.0751,-72.0334,59.36,84,6,5.26,clear sky
664,Skegness,GB,53.1436,0.3363,55.58,85,93,13.22,overcast clouds
665,Khani,GE,41.9563,42.9566,58.57,99,100,1.36,overcast clouds
666,Olinda,BR,-8.0089,-34.8553,76.73,88,75,3.44,broken clouds
667,Vestmanna,FO,62.1564,-7.1664,47.32,100,100,2.3,heavy intensity drizzle
668,Kurdzhinovo,RU,43.9884,40.9552,58.21,95,7,4.5,clear sky
669,Seoul,KR,37.5683,126.9778,78.19,55,25,2.35,scattered clouds
670,Sidi Ali,DZ,36.0998,0.4206,75.09,47,98,0.72,overcast clouds
671,Tiarei,PF,-17.5333,-149.3333,84.22,76,20,21.47,few clouds
672,Naze,JP,28.3667,129.4833,78.64,82,100,10.16,overcast clouds
673,Lokosovo,RU,61.1333,74.8167,66.56,60,0,4.45,clear sky
674,Bilma,NE,18.6853,12.9164,87.94,11,0,9.71,clear sky
675,Dakar,SN,14.6937,-17.4441,79.68,88,92,15.57,light rain
676,Uchiza,PE,-8.4592,-76.4633,69.35,94,46,2.75,scattered clouds
677,Nizhnyaya Omka,RU,55.4338,74.9426,64.33,84,6,3.33,clear sky
678,Podgorenskiy,RU,50.405,39.6429,59.97,83,50,7.2,scattered clouds
679,Itarema,BR,-2.9248,-39.9167,78.64,83,4,12.95,clear sky
680,La Asuncion,VE,11.0333,-63.8628,77.94,83,5,16.89,clear sky
681,Shirokiy,RU,49.758,129.523,65.8,73,100,4.52,overcast clouds
682,Darnah,LY,32.767,22.6367,72.79,78,0,10.74,clear sky
683,Hattiesburg,US,31.3271,-89.2903,88.29,59,0,3.44,clear sky
684,Ila,NO,63.4305,10.3705,51.8,91,16,1.99,few clouds
685,Miramar,US,25.9873,-80.2323,85.01,79,20,5.75,few clouds
686,Centralina,BR,-18.5839,-49.1994,70.68,55,0,3.62,clear sky
687,Sisian,AM,39.5256,46.0251,55.26,93,7,5.28,clear sky
688,Anahuac,MX,27.2333,-100.15,94.05,32,1,23.04,clear sky
689,Calabozo,VE,8.9242,-67.4293,79.3,57,72,3.87,broken clouds
690,Logrono,ES,42.4667,-2.45,67.5,68,0,2.3,clear sky
691,Wilmington,US,34.2257,-77.9447,75.85,45,0,0.0,clear sky
692,Makokou,GA,0.5738,12.8642,67.82,98,100,2.48,overcast clouds
693,Maiduguri,NG,11.8464,13.1603,80.02,58,100,10.58,overcast clouds
694,Urumqi,CN,43.801,87.6005,74.35,29,0,6.71,clear sky
695,Oktyabrskoye,RU,43.0645,44.7417,57.34,93,6,8.95,clear sky
696,Sertanopolis,BR,-23.0586,-51.0364,60.87,90,61,3.69,moderate rain
697,Venado Tuerto,AR,-33.7456,-61.9688,47.77,42,100,5.08,overcast clouds
698,Gilbues,BR,-9.8317,-45.3439,73.18,41,14,4.07,few clouds
699,Zhicheng,CN,30.2956,111.5047,76.91,92,100,5.99,overcast clouds
700,Shunyi,CN,40.125,116.6453,78.75,73,18,2.24,few clouds
701,Ozark,US,37.0209,-93.206,80.85,64,0,8.08,clear sky
702,Mana,GF,5.6592,-53.7767,77.34,87,100,7.56,overcast clouds
703,Vestmannaeyjar,IS,63.4427,-20.2734,49.44,95,100,15.99,overcast clouds
704,Porto Nacional,BR,-10.7081,-48.4172,74.21,36,86,0.58,overcast clouds
705,Batagay-Alyta,RU,67.8006,130.4114,49.64,49,98,11.61,overcast clouds
706,Astara,AZ,38.5,48.6667,59.7,69,3,1.9,clear sky
707,Date,JP,42.4681,140.8681,67.3,66,1,10.11,clear sky
708,Viedma,AR,-40.8135,-62.9967,39.67,66,100,5.17,overcast clouds
709,Darhan,MN,49.4867,105.9228,64.44,63,0,7.34,clear sky
